NomDuGroupe	Restaurant	Note	Prix	Cuisine	Service	Ambiance	Avis	URL
Feron_Mecheloukh	Le Marrakech - Annecy	5.0	NE	Positive	Positive	Positive	J’ai eu plaisir à revenir manger un couscous dans ce restaurant. Accueil très sympathique, jolie décoration, servie rapidement. Je reviendrai avec plaisir. Excellente adresse	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or60-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	5.0	NE	Positive	Positive	Positive	Un accueil chaleureux, dans un lieu hors du commun. Une cuisine extrêmement raffinée. Les changements de textures sont finement étudiés et réussis. ils étonnent et émerveillent. Les alliances de goûts sont précises, laissant à chaque partie sa place et offrant toujours une belle longueur en bouche. Bref une excellente table.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r542037113-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	2.0	NE	Neutre	Neutre	NE	La moitié du personnel est sympathique, l autre dotée d un ton assez outrecuidant.  La nourriture n est pas mauvaise mais elle n est pas bonne non plus. Salade sans âme, entrecôtes servies bien cuites au lieu de saignantes.  Mieux vaut y aller pour une bière et la très belle vue et rien d autre.  C'est une cantine et pas un restaurant	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r848933389-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Oualla_Saoudi	Une Semaine sur Deux - Grenoble	3.0	Négative	Négative	NE	NE	Nous étions venu plusieurs fois avant le changement de propriétaire et nous avons été un peu déçus. Les quantités étaient ok mais la qualité n’était pas au rendez-vous. Nous avons trouvé l’addition un peu salée	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r647435072-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	5.0	NE	Positive	Positive	NE	Repas après une journée de raquettes à neige au dessus d’Annecy !!!  Restaurant typique afin de manger un couscous ou un tajine :)   les plats sont excellents servi et épices juste ce qu’il faut. Le service un peu rapide même si cela reste convenable. La salle était pleine et tout le monde a été satisfait !!!   Les quantités ont été généreuses et malgré toutes les calories brûlées dans la journée nous n’avons pas pu finir le couscous royal qui était pourtant exceptionnellement !!!  Merci encore pour ce repas et je recommande pour les amateurs de couscous ou tajine :)	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or90-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	Positive	"""""""Les mets étaient divins et le service digne d'un restaurant étoilé. Nous prenons un immense plaisir à venir découvrir de nouveaux plats dans un environnement chic et sobre avec du personnel de grande qualité"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r913917357-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	NE	Positive	NE	Neutre	Très bon restau du début jusqu’à la fin avec des plats très bien présentés et très raffiné. Les desserts étaient aussi à tomber (les gaufres une tuerie). Salles très joliment décorées mais un petit bémol par rapport à la climatisation de l’étage : il faisait déjà froid dehors, je comprend l’intérêt de mettre la clim à l’étage à cause des grosses chaleurs mais j’étais juste devant et j’ai eu beau demander 3 fois au serveurs de baisser la clim j’avais de plus en plus froid (et les personnes qui m’accompagnaient aussi) donc j’ai fini le repas avec un pull et ma veste.. dommage	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or105-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	1.0	NE	Positive	Positive	Négative	Repas excellent, félicitations au chef, serveurs aux petits soins avec les clients, toujours le sourire, une super adresse vraiment... Malheureusement comme à chaque fois que j'y suis allé, tout est gâché par l'attitude hautaine de la patronne, et son comportement inacceptable aussi bien auprès des clients, que de ses employés... D'où la note 1 étoile... Mais le restaurant en vaut largement 4... Essayer d'y aller pendant le jour de repos de la patronne...	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r650945705-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	Positive	NE	Super restaurant, nous avons très bien mangé. Nous avons été super bien accueillit, les professionnels qui y travaillent sont top ! Merci beaucoup ! Parisienne, c’est avec hâte que je reviendrai manger dans ce super restaurant si je repasse par Grenoble!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r839189574-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	Positive	Positive	Très bon Service parfait Plats de qualité et abordable Très bon Irish alsacien Décoration atypique et cosy avec beaucoup de charme A faire sans hésiter	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or165-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	5.0	NE	Positive	Positive	Positive	Un cadre magnifique Des plats digne d’un GRAND CHEF, tout est dosé à la perfection un plaisir des yeux mais surtout des papilles ... personnel très à l’écoute et très discret ... patronne très agréable et avenante ... réservez nous déjà une table pour la prochaine st Valentin et même avant !!! Merci pour cette belle soirée !!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r652501793-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	3.0	NE	Neutre	Neutre	NE	"""Service très médiocre. Agréable au départ puis dégradation complète au cours du repas. Bons tajines. Bien préparés. Couscous corrects mais les bouettes de viande ne faisaient pas très """"maison"""" : déception !"""	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or150-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	Positive	"""""""Une très belle expérience. Carte variée. Assiettes très bien présenté et produits de qualité. Le service est bien encadré même s'il est fait par des apprentis."""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r925622848-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	NE	Positive	NE	Anniversaire de famille réussi à la Pricaz. Nous avons déjeuné dans la salle vitrée qui domine le Lac d'Annecy. Cadre fabuleux, menu copieux et de qualité, personnel à l'écoute. Tout est réuni pour passer un agréable moment. Merci à toute l'équipe et à une prochaine fois sans hésitation.	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r768844129-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Négative	Positive	NE	"""""""Belle découverte, de l'accueil au service tout à été parfait. Seul petit bémol un plat chaud (poisson) qui manquait de chaleur"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r946049537-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	3.0	Négative	NE	Négative	NE	A part le jardin ,qui reste agréable , où vous pouvez déjeuner ou diner, la qualité du menu du midi est déplorable , insipide, insuffisante... Le service en salle n'est pas construit , les serveurs partent dans tous les sens , vous pouvez arriver le 1er et être servi le dernier ! Le prix du menu du midi est très cher par rapport à la qualité des plats. Aucune sympathie pour l'ambiance. Je ne retiens pas ce restaurant. et je ne le recommande pas.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r576407897-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Guo	L'Entrecôte	3.0	Négative	NE	Négative	NE	Menu unique steak frite pour 20 euros c'est cher Service très moyen On vous accepte à 13h45 puis on vous explique que vous avez 3 minutes avant que la cuisine ferme	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or135-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Personnel très sympa et point de vue exceptionnel ! Repas simple,  copieux et délicieux. Adresse à faire si vous êtes dans les environs 👌	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r768625617-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	3.0	Négative	Négative	Positive	NE	Les seul point positive très bonne accueil et bien servi pour ce qui et de la nourriture pas terrible presque pas de goût,le riz à le goût de l'eau les crevettes au curry sont pas bonnes,très dessus de la caliter vu le prix pour 4 personnes 150e pour 4 menu	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r578440082-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	4.0	NE	Positive	Positive	NE	Pas la peine de monter jusqu'à la piste de décollage pour avoir une vue magnifique sur le lac d'Annecy. La terrasse vous le permets avec en prime des repas copieux et un personnal très aimable. Par contre pensez à réserver ou à arriver à 12h pile même en semaine avec les vacances c'était plein !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r879061336-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	5.0	Positive	Positive	Positive	Positive	"""""""Personnel très accueillant, bon service, les glaces sont très bonne. Je recommande bon rapport qualité prix !!"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r804430388-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Katz_Dartois	La Fondue - Grenoble	5.0	NE	Positive	Positive	NE	Une fondue en amoureux avec un service au top, de l humour, de la générosité, tous les ingrédients pour être heureux et le ventre plein ❤️	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r637084317-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	5.0	Positive	Positive	Neutre	NE	Nous étions une table de 9, notre commande a été prise assez rapidement. Nous avons bien été servis en même temps. La carte est très complète. Les prix sont très corrects : entre 3 et 6 euros pour les 6 pièces. Beaucoup de choix entre les soupes, les makis, les sushis, etc., les accompagnements, les desserts. J'ai été ravie de manger dans ce restaurant, j'y retournerai à coup sur.  PS : si le serveur était un peu plus souriant, ce serait un plus pour le restaurant :)	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r443723646-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	5.0	NE	Positive	Positive	Positive	Le lieu est très joli , le cadre est agréable  Le personnel est accueillant et très disponible malgré le monde Le service est rapide et les plats bien présentés  Le tout est très bon, avec beaucoup de goût et de bonnes quantités dans l’assiette. Je recommande et pensez à réserver	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r938598947-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Oualla_Saoudi	Une Semaine sur Deux - Grenoble	3.0	NE	Neutre	Négative	NE	Il y a longtemps que je voulais venir dans ce resto, à l’époque où il ouvrait vraiment une semaine sur deux et que tout était surement irréprochable. Ce n’est pas le cas aujourd’hui !! Déception ! A peine installés (nous étions toujours debout et le manteau sur le dos) qu’il fallait qu’on choisisse notre apéritif.On prend le temps quand même de s’installer et choisissons l’apéritif et le menu.Les deux verres arrivent et l’amuse-bouche sans goût arrive aussi. (filet mignon coupé en petit dés)Sauf qu’en même temps nos deux entrées arrivent aussi. Le serveur avec les plats en main, nous demande si c’est trop tôt… Nous n’avions pas commencé notre verre d’apéritif… Oui c’était trop tôt mais il devait s’en douter. Nous devrons donc manger notre foie gras à la chartreuse tout en buvant notre bière… Les entrées étaient quelconques. Pas de goût exceptionnel et pas une cuisine très recherchée. (tranche de foie gras, morceau de magret, un petit morceau de coing et deux feuilles de salade)Le plat est arrivé aussi vite que l’entrée. Le poulpe était très bon, recette originale et bien présentée par le serveur. Par contre la pêche du jour, qui était une dorade était un plat qu’aucun des deux serveurs ne connaissait et savait expliquer. Le poisson était assez bien cuit mais attention à ne pas trop faire griller la peau puisque ce goût de grillé voire même brulé prenait le goût sur la garniture (blé trempé dans la crème, endive braisée et haricots coco pas cuits)Le dessert (tarte citron) était assez sophistiqué mais pas très copieux. Le serveur a voulu zesté le citron sur le dessert mais est reparti avec tous les zestes sur son zesteur. Beaucoup d’erreurs de service qui ont gâché le moment :Un sot pour garder le vin blanc au frais svpRetirer les verres d’apéritif pour avoir un peu plus de placeApporter d’autres verres à vin (plutôt que je rince moi-même mon verre de vin rouge « à la bonne franquette » pour reprendre les mots du serveur pour pouvoir ensuite me servir du vin blanc)Ne pas nous presser à finir nos plats... On vient au resto pour passer un bon moment.Nous devions diviser l'addition en deux et encore une erreur du serveur qui a pris les 95,5 € sur la même carte.Nous ne reviendrons pas !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r653221795-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	4.0	NE	Positive	Positive	Positive	Nous avons, comme les fois précédentes, apprécié l'accueil, le service, le personnel la cuisine, les saveurs, la présentation et la finesse des mets, le cadre, la vue etc..Nous y retournerons sans problème bien que les boissons soient un peu chères, il y a toutefois comme pour le reste, des vins de qualité.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r472128667-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Guo	L'Entrecôte	5.0	Positive	NE	Positive	NE	"""Acceuil très rapide malgré beaucoup de monde. Un rapport qualité prix vraiment correcte. Une supère serveuse """"Sonia"""" Au top! Professionnelle, efficace, souriante et vraiment très sympathique ! Un grand merci à elle !"""	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or165-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	NE	Désolée maman si tu lis ce commentaire, mais je n'ai jamais mangé un aussi bon gratin dauphinois que dans ce restaurant ! Un petit goût d'ail juste ce qu'il faut... Top! Je vous recommande le poulet aux écrevisses, la cuisson basse température est moelleuse. Très bon rapport qualité-prix et service sympa. J'y retournerai pour leur large choix de gratins de ravioles qui étaient également copieusement servis.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r717339577-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	4.0	Neutre	Positive	Positive	Positive	"""""""Cela fait plusieurs fois que nous venons venons dans votre établissement et nous sommes toujours satisfait de la cuisine et de l accueil"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r972553166-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	3.0	Négative	Positive	Positive	Neutre	Nous avons mangé au petit chalet ! Il porte bien son nom car le peu de places en terrasses étaient déjà réservées, nous avons donc mangé à l’intérieur et une fois de plus « petit » est le bon adjectif. Il ne faut pas avoir de mal à manger proche des autres, nous avons pu entendre toute la conversation de la table d’à côté. Même au sein de notre table, la place était limite, heureusement qu’il y avait le petit banc à côté de nous pour disposer nos boissons et la carafes d’eau ainsi que le plat de salade.  La fondue était très bonne et convient bien pour deux personnes ! Petit bémol pour le prix de la planche de charcuterie.  (90€ pour la fondue + charcuterie + boissons)  Le serveur est très gentil et souriant !  Le restaurant est joli et bien décoré dans l’ambiance d’un chalet!	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r959518159-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Campiglia_Sigrist	McDonald's 23 Place Charles de Gaulle - Lille	1.0	NE	NE	Négative	NE	Beaucoup de monde et plusieurs problèmes dans la commande :  - 8 nuggets au lieu de 9. - Une sauce au lieu de deux alors qu'il y avait deux menus. - Un Ice Tea à la place d'un Coca. L'autre coca n'avait pas de bulles. - Pas de pailles. - Pas beaucoup de frites. - Cheeseburger 20 centimes plus cher qu'en Ile de France.  FUYEZ !!!!!! RIEN NE VA !!!!! SERVEURS A LICENCIER !!!!	https://www.tripadvisor.fr/Restaurant_Review-g187178-d5813599-Reviews-McDonald_s-Lille_Nord_Hauts_de_France.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	4.0	NE	Positive	NE	Positive	Voila un restaurant d echirolles qui fait partie de nos habitudes. L ambiance est sympa, on aime la déco, on est a l aise meme avec les enfants. Les amateurs de biere se font plaisir. Les menus sont copieux, variés pour plaire à tous les gouts. Les enfants sont contents de ce qu on leur propose.  Et les desserts sont bons on ne sait jamais lequel choisir	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r463380608-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	Positive	Positive	On était trente, super organisation de la part du resto. Les plat délicieux et le personnel très sympa.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r871563243-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bour	La veyrie - Bernin	3.0	Négative	Négative	NE	NE	Dommage que ce lieux atypique ne se retrouve pas dans la cuisine. Plats sans trop de recherche bons sans plus. Et surtout, trop peu dans l’assiette pour le prix. Il manque la corrélation entre le lieu et un plat signature. Dessert : la grosse pouffe a découvrir ! Vous pouvez largement le manger à deux.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r693170364-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	2.0	NE	Négative	Négative	NE	Nous sommes déjà venu plusieurs fois puisque nous somme du coin, c'était agréable mais cette année nul !!! Déjà si vous travaillez jusqu'à 20h, ce n'est pas la peine de réserver car nous pouvons commander que jusqu'à 21h (vous comprenez les cuistots partent après nous à t'on répondu .. )   Donc en gros si vous avez envie de passer un moment agréable en prenant l'apéro s'est raté car à peine arriver on vous balance les plats sur les genoux... en plus froid et pas cuit comme nous l'avions demandé !   Rien d'agréable, il faut le chronomètre pour manger et nous avons vraiment la sensation de déranger auprès des serveuses !   Bref, il faudrait que certains et certaines revoit leur métier ! Mais de toute façon ils s'en foutent ils sont pleins tous l'été avec des personnes qui ne reviendrons pas !  Bien déçu !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r804967059-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	4.0	NE	Positive	Positive	Positive	Un lieu d'exception, un service efficace pour le groupe que nous étions. Une cuisine de qualité, savoureuse qui a su ravir nos papilles	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r446127900-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	4.0	NE	Positive	Positive	Positive	Le restaurant est exactement ce que l on attend d une bonne brasserie. Bonne bière.Bonne flammekueche. Service rapide, personnel agréable. Cadre sympa. Rien à redire.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r544653896-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Très belle soirée dans ce restaurant avec des mets de qualité, un accueil et un service au top et une vue époustouflante sur l’intégralité du lac d’Annecy . Et à la tombée du soleil, c’est magique ! 😍😋	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r761757668-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	NE	Accueil souriant, service rapide, plats copieux et très bons, à recommander pour un déjeuner grenoblois , à tester pour un dîner !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r723753261-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	4.0	Positive	Positive	Positive	Positive	Beau restaurant, calme et accueillant, service impeccable. De bonne grosse/enorme salade délicieuse.  Le reste du menu est très bon aussi; viande / poisson / raviole. Je reviendrais encore et toujours ! Prix correct pour manger et en plus c est vraiment bon, raffiné ; Bravo cuistot ! Un petit effort sur le prix des boissons et ce sera parfait ! Bravo !!! Continuez comme ca!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r597527336-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	Positive	NE	Repas entre collègues de travail. Pour ma part j'ai pris une salade poulette servi avec un gratin Dauphinois (un regale). Mon collègue a pris un gratin de ravioles qui avait l'air top. La serveuse (patronne) est super sympa et agréable. Service rapide. Je recommande sans hésitation.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r769706941-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	5.0	NE	Positive	Positive	Positive	Très bonne soirée en famille. Première sortie depuis la fin du confinement. Restaurant ouvert depuis 3 jours. Acceuil sympathique, souriant, pas obséquieux comme souvent dans ce type d’endroit. Service impeccable. Carte relativement courte mais efficace. Le foie gras poêlé est juste formidable comme la pomme de terre au caviar. L’entrecôte sublime, le pigeon royal et la lotte fondante. Le souffle au chocolat est superbe, comme la tarte, le vacherin pour finir sur une note plus fruité. Les vins sont assez chers mais il y a quelques perles dont un très bon Brouilly à un prix raisonnable.Une très très bonne table lyonnaise avec une vue unique sur Lyon !	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r757292793-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	4.0	Neutre	NE	Positive	NE	De l'attente mais personnel très réactif. Prix des menus correct par contre attention aux prix des boissons. les plats sont servis rapidement peu d'attente. Belle vue sur la baie	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r950573496-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	Positive	Positive	Positive	NE	cuisine régionale de qualité . Personnel très aimable. Prix très corrects vu le quartier. A recommander vivement.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or105-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	Positive	NE	Nous sommes venus dans le cadre de nos vacances et avons été ravis de découvrir cet endroit ! Restaurant atypique avec du charme, service rapide et efficace, personnel très accueillant et chaleureux. Les plats étaient très bons, à la hauteur de ce que nous attendions ! Petit point supplémentaire pour la forêt noire délicieuse ! Nous recommandons !	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	Positive	Positive	très bon accueil, lieu chalereux, personnel aimable et professionnel et très bonne cuisine du terroir	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or180-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Chaussemy_Zergua	Les Grands Buffets - Narbonne	4.0	NE	Positive	Positive	Positive	Très jolie endroit, super accueil, un très large panels d’entrées, plats et de desserts. Merci à Alice pour son sérieux et professionnalisme.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r979233077-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Decoopman_Flin	Chalet la Pricaz - Montmin	3.0	NE	Neutre	Positive	NE	Une vue magnifique, un cadre sympathique, une équipe jeune et pleine de bonne volonté.  La cuisine n est pas le point fort mais elle est faite avec des produits frais... Burger bon mais escalope écœurante....	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r771152288-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	Négative	NE	"""Sans surprise, agréable moment gastronomique. Précisez toutefois au barman qu'il existe des pinces pour insérer des glaçons dans les verres à cocktail et que l'utilisation de ses doigts n'est peut-être pas tout à fait """"compatible"""" avec le standing de ce restaurant et les règles d'hygiène !"""	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r970444628-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	5.0	Positive	Positive	NE	NE	Déjeuner en couple très sympa autour de diots crozets et ravioles au bleu de Sassenage. Dessert formule midi avec fondant au chocolat et choux à la chantilly. De bons ingrédients et un super rapport qualité prix. Allez y !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r921550215-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lahbabi	Le Gurtlerhoft - Strasbourg	3.0	NE	Négative	Positive	NE	Réserver pour 2 et se retrouver à une grande table à côté des toilettes et à côté de personnes venues sans réservation… à quoi bon passer un coup de fil pour avoir une table 2 semaines à l’avance si c’est pour être logé au même titre que des personnes arrivées à la dernière minute… Toutefois le service est très rapide, le personnel agréable et le repas était très bon.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or15-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Lahbabi	Le Gurtlerhoft - Strasbourg	4.0	NE	Positive	Positive	Négative	Personnel très accueillant et à l'écoute. Le repas était très bon nous avons testé Flam saumon et une gratinée. Je ne donne pas la totalité des étoiles car le côté confiné sous ses voûtes en sous sol est peu agréable pour moi et du coup l'odeur de fromage beaucoup trop forte sans pouvoir s'évacuer correctement.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or180-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Decoopman_Flin	Chalet la Pricaz - Montmin	1.0	NE	NE	Négative	NE	Nous sommes arrivés en fin d'après-midi, nous souhaitions simplement boire un verre. La serveuse nous a congédié sèchement avec une formule très impolie, alors que d'autres personnes étaient installées et consommaient sur la terrasse. Visiblement nous la dérangions fortement alors qu'elle était en train de manger... A la lecture de précédents commentaires, l'établissement n'est manifestement pas très réputé pour son accueil... mais de toute évidence le personnel s'en fiche,  l'emplacement et la vue leur feront toujours faire des affaires. En tout cas, l'établissement peut féliciter sa serveuse d'avoir réussi le tour de force d'avoir perdu à tout jamais des clients et de les convaincre de ne jamais venir, sans qu'ils n'aient même eu besoin de consommer !!	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r836115140-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
